Inst,citingDOI,CR,citedDOI,title,journal_book,date,issn1,issn1Type,issn2,issn2Type,isbn
CUBoulder,10.5194/tc-12-1579-2018,"Kelly R. E. J., 2009, J REMOTE SENSING SOC, V29, P307, DOI DOI 10.11440/RSSJ.29.307",10.11440/RSSJ.29.307,nan,J REMOTE SENSING SOC,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/tc-12-1579-2018,"Kelly R., 2013, NDX120015A JAP AER E",nan,nan,NDX120015A JAP AER E,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.marpetgeo.2014.07.024,"Kelly R.N., 2006, AAPS PHARMSCITECH, V7",nan,nan,AAPS PHARMSCITECH,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.palaeo.2015.03.012,"Kelly T.S., 1988, TERTIARY TECTONICS S, P1",nan,nan,TERTIARY TECTONICS S,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.palaeo.2015.03.012,"Kelly Thomas S., 1995, Contributions in Science (Los Angeles), V455, P1",nan,nan,Contributions in Science (Los Angeles),nan,nan,nan,nan,nan,nan
Berkeley,10.1061/(ASCE)GT.1943-5606.0000919,"KELSON K, 2001, EARTHQ SPECTRA, V17, P19",nan,nan,EARTHQ SPECTRA,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Kelting DL, 2010, J AQUAT PLANT MANAGE, V48, P1",nan,nan,J AQUAT PLANT MANAGE,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.gca.2014.09.028,"Kemp A., 2012, VM GOLDSCHM C MONTR",nan,nan,VM GOLDSCHM C MONTR,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.jas.2012.01.017,"Kemp BM, 2010, HUMAN VARIATION AM I, P12",nan,nan,HUMAN VARIATION AM I,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2013WR014061,"Kempe S, 1979, GLOBAL CARBON CYCLE, P317",nan,nan,GLOBAL CARBON CYCLE,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/eco.268,"Kendall C., 1998, ISOTOPE TRACERS CATC",nan,nan,ISOTOPE TRACERS CATC,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2018JD029419,"Kendall M.G., 1955, RANK CORRELATION MET",nan,nan,RANK CORRELATION MET,nan,nan,nan,nan,nan,nan
UCLA,10.1029/2019WR024950,"Kendall M.G., 1975, RANK CORRELATION MET",nan,nan,RANK CORRELATION MET,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.marpetgeo.2017.01.029,"Kendrick J.W., 2000, DEEP WAT RES WORLD G, P400",nan,nan,DEEP WAT RES WORLD G,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s10518-011-9261-7,"Kenkyusho K, 1995, SUPERFLUSH 3D",nan,nan,SUPERFLUSH 3D,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Kennedy J.J., 2010, B AM METEOROL SOC, V91, pS26, DOI DOI 10.1175/BAMS-91-7-STATE0FTHECLIMATE",10.1175/BAMS-91-7-STATE0FTHECLIMATE,nan,Bulletin of the American Meteorological Society,nan,nan,nan,nan,nan,nan
Houston,10.1111/1365-2478.12577,"Kennett B, 2009, SEISMIC WAVE PROPAGATION IN STRATIFIED MEDIA, P1",nan,nan,SEISMIC WAVE PROPAGATION IN STRATIFIED MEDIA,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Kennett J.P., 1983, NEOGENE PLANKTONIC F",nan,nan,NEOGENE PLANKTONIC F,nan,nan,nan,nan,nan,nan
UCLA,10.1111/gbi.12198,"Kennett J.P., 1983, NEOGENE PLANKTONIC F",nan,nan,NEOGENE PLANKTONIC F,nan,nan,nan,nan,nan,nan
Berkeley,10.2112/JCOASTRES-D-09-00137.1,"Kennish MJ, 2001, J COASTAL RES, V17, P731",nan,nan,J COASTAL RES,nan,nan,nan,nan,nan,nan
CUBoulder,10.1080/02724634.2014.880446,"KENT B, 1994, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.epsl.2011.01.018,"KENTCORSON ML, 2008, EOS T AGU S, V89",nan,nan,EOS T AGU S,nan,nan,nan,nan,nan,nan
CUBoulder,10.2166/wst.2016.467,"Kenward A., 2013, SEWAGE OVERFLOWS HUR",nan,nan,SEWAGE OVERFLOWS HUR,nan,nan,nan,nan,nan,nan
CUBoulder,10.2110/jsr.2011.18,"KENYON B, 1995, OILFIELD REV, V7, P19",nan,nan,OILFIELD REV,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.agwat.2014.09.003,"Keren R., 1984, SOIL SALINITY IRRIGA, P77",nan,nan,SOIL SALINITY IRRIGA,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.tecto.2012.06.023,"Kern H., 1991, SCI DRILLING, V2, P130",nan,nan,SCI DRILLING,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.palaeo.2015.05.010,"KERP H, 1985, MAINZER GEOWISS MITT, V14, P159",nan,nan,MAINZER GEOWISS MITT,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s12542-019-00485-8,"KERP H, 1985, MAINZER GEOWISS MITT, V14, P159",nan,nan,MAINZER GEOWISS MITT,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s12542-019-00485-8,"KERP H, 1988, Z GEOL WISSENSCHAFT, V16, P865",nan,nan,Z GEOL WISSENSCHAFT,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s12542-019-00485-8,"Kerp H, 2007, POLLICHIA SONDERVERO, P42",nan,nan,POLLICHIA SONDERVERO,nan,nan,nan,nan,nan,nan
CUBoulder,10.2113/econgeo.109.5.1179,"Kerr A., 2011, 111 NEWF LAB DEP NAT, P145",nan,nan,111 NEWF LAB DEP NAT,nan,nan,nan,nan,nan,nan
Houston,10.1016/j.sedgeo.2018.06.003,"Kerr AC, 1997, J PETROL, V38, P677, DOI 10.1093/petrology/38.6.677",10.1093/petrology/38.6.677,nan,J PETROL,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.marchem.2014.09.008,"Kerr LA, 2005, FISH B-NOAA, V103, P97",nan,nan,FISH B-NOAA,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.pocean.2011.02.001,"KERRY A, 1988, J PHYCOL, V24, P566, DOI 10.1111/j.1529-8817.1988.tb04263.x",10.1111/j.1529-8817.1988.tb04263.x,nan,J PHYCOL,nan,nan,nan,nan,nan,nan
Berkeley,10.1111/j.1365-2699.2011.02535.x,"Kershaw A. P., 2005, Tropical rainforests: past, present and future, P374",nan,nan,Tropical rainforests: past,nan,nan,nan,nan,nan,nan
Berkeley,10.1111/j.1365-2699.2011.02535.x,"KERSHAW AP, 1994, HIST AUSTR VEGETATIO, P299",nan,nan,HIST AUSTR VEGETATIO,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2009GL041735,"KERSHAW AP, 2002, FLAMMABLE AUSTR FIRE, P3",nan,nan,FLAMMABLE AUSTR FIRE,nan,nan,nan,nan,nan,nan
Berkeley,10.1111/j.1365-2699.2011.02535.x,"KERSHAW AP, 2007, ENCY QUATERNARY SCI, P2613",nan,nan,ENCY QUATERNARY SCI,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/bg-9-3083-2012,"Kerstel E. R. T., 2004, HDB STABLE ISOTOPE A, VI, P759",nan,nan,HDB STABLE ISOTOPE A,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.jastp.2013.11.001,"Kessel R.L., 2003, ANN GEOPHYS, V21, P1",nan,nan,ANN GEOPHYS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s10236-012-0555-3,"Kevlahan NKR, 2000, 16 IMACS WORLD C 200, V411-39",nan,nan,16 IMACS WORLD C 200,nan,nan,nan,nan,nan,nan
UCLA,10.1107/S1399004713025030,"Kewn S, 2000, BRIT J CLIN PHARMACO, V50, P597",nan,nan,BRIT J CLIN PHARMACO,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.jag.2019.01.007,"KEY CH, 2006, RMRSGTR164CD USDA FO",nan,nan,RMRSGTR164CD USDA FO,nan,nan,nan,nan,nan,nan
CUBoulder,10.3390/rs70403986,"Key J., CLOUD SURFACE PARAME",nan,nan,,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0089-0,"Key Perspectives Ltd, 2010, DAT DIM DISC DIFF RE",nan,nan,DAT DIM DISC DIFF RE,nan,nan,nan,nan,nan,nan
CUBoulder,10.1130/G45048.1,"KEYS JR, 1981, GEOCHIM COSMOCHIM AC, V45, P2299",nan,nan,Geochimica et Cosmochimica Acta,nan,nan,nan,nan,nan,nan
CUBoulder,10.1175/JTECH-D-16-0012.1,"Keyser D, 2013, PREPBUFR PROCESSING",nan,nan,PREPBUFR PROCESSING,nan,nan,nan,nan,nan,nan
Houston,10.1007/s12517-017-3354-9,"Khan SD, 2017, PHOTOGRAMMETRIC ENG",nan,nan,PHOTOGRAMMETRIC ENG,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Khokanovsky AA, 2015, REMOTE SENSING OF THE CRYOSPHERE, P48",nan,nan,REMOTE SENSING OF THE CRYOSPHERE,nan,nan,nan,nan,nan,nan
CUBoulder,10.3103/S1068373916090090,"Khomidov A. Sh., DYNAMICS GLACIERS MO",nan,nan,,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/978-1-4614-3103-9_4,"KHORRAM S, 1985, PHOTOGRAMM ENG REM S, V51, P329",nan,nan,PHOTOGRAMM ENG REM S,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/978-1-4614-3103-9_4,"KHORRAM S, 1985, PHOTOGRAMM ENG REM S, V51, P53",nan,nan,PHOTOGRAMM ENG REM S,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.palaeo.2014.11.003,"Khosla A, 2004, CURR SCI INDIA, V87, P380",nan,nan,CURR SCI INDIA,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.palaeo.2014.11.003,"Khosla A., 2014, HIST BIOL",nan,nan,HIST BIOL,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.palaeo.2014.11.003,"Khosla Ashu, 1995, Journal of the Palaeontological Society of India, V40, P87",nan,nan,Journal of the Palaeontological Society of India,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.palaeo.2014.11.003,"Khosla Ashu, 2000, Journal of the Palaeontological Society of India, V45, P57",nan,nan,Journal of the Palaeontological Society of India,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.palaeo.2014.11.003,"KHOSLA S. C., 2005, GONDWANA GEOL MAG, P133",nan,nan,GONDWANA GEOL MAG,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.palaeo.2014.11.003,"Khosla S. C., 2007, Journal of the Palaeontological Society of India, V52, P1",nan,nan,Journal of the Palaeontological Society of India,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.palaeo.2014.11.003,"Khosla SC, 2007, J GEOL SOC INDIA, V69, P209",nan,nan,J GEOL SOC INDIA,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.palaeo.2014.11.003,"Khosla SC, 2011, MICROPALEONTOLOGY, V57, P223",nan,nan,MICROPALEONTOLOGY,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.palaeo.2014.11.003,"Khosla Subhash Chandar, 2011, Revista Espanola de Micropaleontologia, V43, P209",nan,nan,Revista Espanola de Micropaleontologia,nan,nan,nan,nan,nan,nan
UCLA,10.5741/GEMS.51.3.222,"Khotchanin K, 2010, CHIANG MAI J SCI, V37, P64",nan,nan,CHIANG MAI J SCI,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.quaint.2011.01.015,"Khotinsky N. A., 1977, GOLOTSEN SEVERNOY EV",nan,nan,GOLOTSEN SEVERNOY EV,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0083-6,"KHOURY JS, 2007, P 4 ANN INT C MOB UB, DOI DOI 10.1109/M0BIQ.2007.4451064",10.1109/M0BIQ.2007.4451064,nan,P 4 ANN INT C MOB UB,nan,nan,nan,nan,nan,nan
Berkeley,nan,"KHUSID T A, 1974, Okeanologiya, V14, P1092",nan,nan,Okeanologiya,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Khusid T. A., 1971, Okeanologiya, V11, P266",nan,nan,Okeanologiya,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Khusid T. A., 1977, Trudy Inst Okeanol, VNo. 108, P25",nan,nan,Trudy Inst Okeanol,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Khusid T.A., 1979, Voprosy Mikropaleontologii, V22, P156",nan,nan,Voprosy Mikropaleontologii,nan,nan,nan,nan,nan,nan
Berkeley,nan,"KHUSID TA, 1979, OKEANOLOGIYA+, V19, P890",nan,nan,OKEANOLOGIYA+,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.atmosenv.2011.02.062,"KIBERT JC, 2008, SUSTAINABLE CONSTRUC, P277",nan,nan,SUSTAINABLE CONSTRUC,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/amt-9-3355-2016,"Kiefer M., 2013, ATMOSPHERIC COMPOSIT, P38",nan,nan,ATMOSPHERIC COMPOSIT,nan,nan,nan,nan,nan,nan
UCLA,10.5741/GEMS.51.3.222,"Kiefert L, 2012, GEMS GEMOL, V48, P229",nan,nan,GEMS GEMOL,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.jvolgeores.2016.04.018,"Kieffer S. W., 1981, The 1980 eruptions of Mount St. Helens, Washington, P379",nan,nan,The 1980 eruptions of Mount St. Helens,nan,nan,nan,nan,nan,nan
UCLA,10.1002/2017GL076421,"KIKUCHI M, 1991, B SEISMOL SOC AM, V81, P2335",nan,nan,Bulletin of the Seismological Society of America,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.epsl.2018.02.018,"Kilb D, 2002, J GEOPHYS RES SOLID, V107",nan,nan,Journal of Geophysical Research Solid Earth,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.gca.2012.07.001,"Kilcoyne A. L. D., 2003, J SYNCHROTRON RADIAT, V10",nan,nan,J SYNCHROTRON RADIAT,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.jastp.2013.10.010,"Killeen T.L., 2006, J GEOPHYS RES, V111",nan,nan,Journal of Geophysical Research,nan,nan,nan,nan,nan,nan
UCLA,10.5194/acp-15-5405-2015,"Killick D. J. B., 1963, BOT SUR MEM, V34",nan,nan,BOT SUR MEM,nan,nan,nan,nan,nan,nan
Berkeley,10.1785/0120090271,"Kim A, 2009, THESIS U CALIFORNIA",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
CUBoulder,10.1080/01431161.2018.1523585,"Kim D., 2017, NAM HAE LOCAL GOVT I",nan,nan,NAM HAE LOCAL GOVT I,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/wcc.293,"Kim E-S, 2013, J ENV POLICY PLANN",nan,nan,J ENV POLICY PLANN,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s00382-010-0827-x,"KIM J, 2002, J CLIMATOL, P1926",nan,nan,J CLIMATOL,nan,nan,nan,nan,nan,nan
CUBoulder,10.1680/gein.13.00002,"Kim K. S., 2007, P FALL 2007 GEOS C K",nan,nan,P FALL 2007 GEOS C K,nan,nan,nan,nan,nan,nan
CUBoulder,10.1080/01431161.2018.1523585,"Kim Y. -H., 2016, COMPUT INTEL NEUROSC, V2016, P4",nan,nan,COMPUT INTEL NEUROSC,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2019SW002269,"Kimball D. S., 1960, 6 U AL",nan,nan,6 U AL,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.quaint.2011.01.015,"KIND NV, 1969, GOLOCENE, P195",nan,nan,GOLOCENE,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/bg-9-457-2012,"King A. W., 2007, CLIMATE CHANGE SCI P",nan,nan,CLIMATE CHANGE SCI P,nan,nan,nan,nan,nan,nan
CUBoulder,10.1088/1748-9326/5/2/024005,"King A.W., 2007, 1 STATE CARBON CYCLE, P242",nan,nan,1 STATE CARBON CYCLE,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.margeo.2015.05.011,"King C.A.M., 1966, TECHNIQUES GEOMORPHO",nan,nan,TECHNIQUES GEOMORPHO,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.epsl.2015.06.044,"KING GCP, 1994, B SEISMOL SOC AM, V84, P935",nan,nan,Bulletin of the Seismological Society of America,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2009JB006599,"KING GCP, 1994, B SEISMOL SOC AM, V84, P935",nan,nan,Bulletin of the Seismological Society of America,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.epsl.2014.01.036,"KING GCP, 1994, B SEISMOL SOC AM, V84, P935",nan,nan,Bulletin of the Seismological Society of America,nan,nan,nan,nan,nan,nan
CUBoulder,10.1175/WAF-D-15-0125.1,"KING JC, 1997, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.epsl.2014.02.046,"King L., 1974, BASLER BEITRAGE GEOG, V18, P1",nan,nan,BASLER BEITRAGE GEOG,nan,nan,nan,nan,nan,nan
Berkeley,10.1190/GEO2015-0176.1,"King M. S., 1982, P 4 CAN PERM C",nan,nan,P 4 CAN PERM C,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2010JB007737,"King N., 2010, REPORT USGS ACTIVITI",nan,nan,REPORT USGS ACTIVITI,nan,nan,nan,nan,nan,nan
Berkeley,nan,"King T. F, 2004, 1 SALMON KLAMATH CUL",nan,nan,1 SALMON KLAMATH CUL,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s12145-010-0047-2,"KING TA, 2009, EUR GEOSC UN GEN ASS",nan,nan,EUR GEOSC UN GEN ASS,nan,nan,nan,nan,nan,nan
UCLA,10.2992/007.079.0104,"KINGDON J, 1997, KINGDON FIELD GUIDE",nan,nan,KINGDON FIELD GUIDE,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.ijdrr.2019.101111,"Kingma D.P., 2014, ARXIV14126980",nan,nan,ARXIV14126980,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2019GL083662,"Kingma P., 2014, ADAM METHOD STOCHAST, Vabs/1412.6980",nan,nan,ADAM METHOD STOCHAST,nan,nan,nan,nan,nan,nan
UCLA,10.1175/JAS-D-18-0122.1,"Kingsmill DE, 1999, Q J ROY METEOR SOC, V125, P1165, DOI 10.1256/smsqj.55604",10.1256/smsqj.55604,nan,Quarterly Journal of the Royal Meteorological Society,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.watres.2013.11.037,"KINNEAR DJ, 2002, THESIS U UTAH",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.jas.2017.03.003,"Kinnicutt L. P., 1884, PEABODY MUS REPT, V3, P381",nan,nan,PEABODY MUS REPT,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.tecto.2009.06.002,"KINOSHITA H., 1980, INITIAL REPORTS DEEP, V58, P765",nan,nan,INITIAL REPORTS DEEP,nan,nan,nan,nan,nan,nan
CUBoulder,10.1088/1748-9326/5/2/024005,"Kinsella J, 2002, AGRICULTURAL PRACTICES AND POLICIES FOR CARBON SEQUESTRATION IN SOIL, P357",nan,nan,AGRICULTURAL PRACTICES AND POLICIES FOR CARBON SEQUESTRATION IN SOIL,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.jvolgeores.2015.01.002,"KINSLER LE, 1982, FUNDAMENTALS ACOUSTI",nan,nan,FUNDAMENTALS ACOUSTI,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.jas.2012.04.040,"Kintigh K.W., 1996, KIVA, V61, P257",nan,nan,KIVA,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.jas.2012.04.040,"Kintigh K.W., 2007, ZUNI ORIGINS NEW SYN, P361",nan,nan,ZUNI ORIGINS NEW SYN,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/navi.231,"KINTNER PM, 2004, RADIO SCI, V39",nan,nan,RADIO SCI,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s10518-018-0321-0,"Kircher C. A, 2003, P SEM SEISM DES PERF",nan,nan,P SEM SEISM DES PERF,nan,nan,nan,nan,nan,nan
CUBoulder,10.3389/feart.2017.00010,"Kirchner J F, 1979, J GLACIOL, V24, P313",nan,nan,Journal of Glaciology,nan,nan,nan,nan,nan,nan
Houston,10.1016/j.jwpe.2019.100967,"Kirisken B, 2014, P REL MAINT S",nan,nan,P REL MAINT S,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.seares.2009.11.006,"Kirk J.T.O., 1994, LIGHT PHOTOSYNTHESIS",nan,nan,LIGHT PHOTOSYNTHESIS,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/esurf-6-1-2018,"Kirkby M., 1999, PROCESS MODELLING LA, P187",nan,nan,PROCESS MODELLING LA,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.ancene.2013.06.002,"Kirkby M., 2003, QLK5CT199901323 EUR",nan,nan,QLK5CT199901323 EUR,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/esp.4162,"KIRKBY MJ, 1984, Z GEOMORPHOL, V28, P405",nan,nan,Z GEOMORPHOL,nan,nan,nan,nan,nan,nan
Berkeley,10.1111/jbi.12488,"KIRKPATRICK JB, 1984, SEARCH, V15, P112",nan,nan,SEARCH,nan,nan,nan,nan,nan,nan
Berkeley,10.3389/feart.2019.00250,"KIRKPATRICK RJ, 1975, AM MINERAL, V60, P798",nan,nan,American Mineralogist,nan,nan,nan,nan,nan,nan
Berkeley,10.3389/feart.2019.00250,"KIRKPATRICK RJ, 1983, AM MINERAL, V68, P66",nan,nan,American Mineralogist,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2017GL075826,"KIRNBAUER R, 1994, NORD HYDROL, V25, P1",nan,nan,NORD HYDROL,nan,nan,nan,nan,nan,nan
Houston,10.1016/j.orggeochem.2018.07.007,"Kirschbaum M.A., 2005, US GEOLOGICAL SURVEY, VDDS-69-D",nan,nan,US GEOLOGICAL SURVEY,nan,nan,nan,nan,nan,nan
CUBoulder,10.2166/wst.2016.467,"Kirtman B., 2013, CLIMATE CHANGE 2013",nan,nan,CLIMATE CHANGE 2013,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2017JB014415,"KISSLING E, 1995, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.geothermics.2015.05.003,"Kissling W.M., 2004, THESIS U AUCKLAND NZ",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2009WR008799,"KITANIDIS PK, 1997, INTRO GEOSTATISTICS",nan,nan,INTRO GEOSTATISTICS,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2012JE004082,"Kittel C., 1980, THERMAL PHYS",nan,nan,THERMAL PHYS,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.advwatres.2017.11.008,"Kitterod NO, 2000, HYDROGEOL J, V8, P480",nan,nan,HYDROGEOL J,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.oceaneng.2011.10.003,"Kiureghian AD, 2000, PROBABILIST ENG MECH, V15, P81",nan,nan,PROBABILIST ENG MECH,nan,nan,nan,nan,nan,nan
UCLA,10.1002/2017GL075425,"Kivelson MG, 2004, CAMB PLANET, P513",nan,nan,CAMB PLANET,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-16-5043-2016,"Kivi R., 2014, TCCON DATA SODANKYLA, DOI 10.14291/tccon.ggg2014.sodankyla01.R0/1149280",10.14291/tccon.ggg2014.sodankyla01.R0/1149280,nan,TCCON DATA SODANKYLA,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.geothermics.2015.06.001,"Kiyan D., 2013, GEOPHYS J INT",nan,nan,GEOPHYS J INT,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Klamath River Keeper News, 2013, KLAMATH RIVER NE WIN, P4",nan,nan,KLAMATH RIVER NE WIN,nan,nan,nan,nan,nan,nan
UCLA,10.1111/geb.12503,"KLEIBER M, 1947, PHYSIOL REV, V27, P511",nan,nan,PHYSIOL REV,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.jhydrol.2015.12.036,"Kleiber W., 2012, WATER RESOUR RES, V48, P11105, DOI DOI 10.1029/2011WR",10.1029/2011WR,nan,Water Resources Research,nan,nan,nan,nan,nan,nan
CUBoulder,10.1201/EBK1439803561-c16,"Kleidon A., 2005, NONEQUILIBRIUM THERM",nan,nan,NONEQUILIBRIUM THERM,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2013JD020459,"Klein AG, 1998, HYDROL PROCESS, V12, P1723, DOI 10.1002/(SICI)1099-1085(199808/09)12:10/11&lt;1723::AID-HYP691&gt;3.0.CO;2-2",10.1002/(SICI)1099-1085(199808/09)12:10/11&lt;1723::AID-HYP691&gt;3.0.CO;2-2,nan,Hydrological Processes,nan,nan,nan,nan,nan,nan
Berkeley,10.1088/1748-9326/aaa49a,"Klein C. D., 2006, IPCC GUIDELINES NATL",nan,nan,IPCC GUIDELINES NATL,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.jvolgeores.2015.06.007,"Klein F.W., 1987, US GEOLOGICAL SURVEY, V1350, P1019",nan,nan,US GEOLOGICAL SURVEY,nan,nan,nan,nan,nan,nan
Berkeley,10.1088/1748-9326/aaa49a,"Klein G., 2005, CALIFORNIAS WATER EN",nan,nan,CALIFORNIAS WATER EN,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2017GL075826,"Klein R., 2008, IMPACT EARLIER SPRIN",nan,nan,IMPACT EARLIER SPRIN,nan,nan,nan,nan,nan,nan
Berkeley,nan,"KLEINPELL RM, 1938, MIOCENE STRATIGRAPHY",nan,nan,MIOCENE STRATIGRAPHY,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-17-8725-2017,"Kleipool Q. L., J GEOPHYS RES ATMOS, V113",nan,nan,V113,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2009WR007838,"KLEMES V, 2000, COMMON SENSE OTHER H, P227",nan,nan,COMMON SENSE OTHER H,nan,nan,nan,nan,nan,nan
UCLA,10.1111/j.1945-5100.2011.01176.x,"KLEPACZKO JR, 1994, J PHYS 4",nan,nan,J PHYS 4,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Klevezal GA, 1996, RECORDING STRUCTURES",nan,nan,RECORDING STRUCTURES,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/amt-6-1461-2013,"Kley D, 2000, SPARC ASSESSMENT UPP",nan,nan,SPARC ASSESSMENT UPP,nan,nan,nan,nan,nan,nan
CUBoulder,10.1175/JAMC-D-13-055.1,"Kley D., 1980, ATMOS TECHNOL, V12, P62",nan,nan,ATMOS TECHNOL,nan,nan,nan,nan,nan,nan
CUBoulder,10.1051/swsc/2017037,"Klimchuk JA, 2015, PHILOS T R SOC A, V373, P20140",nan,nan,PHILOS T R SOC A,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.asr.2012.01.008,"Klimenko M.V., 2010, INT BEAC SAT S",nan,nan,INT BEAC SAT S,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.geomorph.2010.10.024,"Klinger R. E., 2001, QUATERNARY LATE PLIO, P193",nan,nan,QUATERNARY LATE PLIO,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.geomorph.2010.10.024,"Klinger R. E., 2001, QUATERNARY LATE PLIO, P32",nan,nan,QUATERNARY LATE PLIO,nan,nan,nan,nan,nan,nan
